author_name,birth_date,death_date,author_date,biography,photo,ol_key,created_by,created_at,last_modified_by,last_modified_at,revision
"Richard Dawkins","26 March 1941",null,null,"Clinton Richard Dawkins, FRS, FRSL is a British ethologist, evolutionary biologist and popular science author. He was formerly Professor for Public Understanding of Science at Oxford and was a fellow of New College, Oxford.    Dawkins came to prominence with his 1976 book *The Selfish Gene*, which popularised the gene-centred view of evolution and introduced the term meme. In 1982, he made a widely cited contribution to evolutionary biology with the concept, presented in his book *The Extended Phenotype*, that the phenotypic effects of a gene are not necessarily limited to an organism's body, but can stretch far into the environment, including the bodies of other organisms.    Dawkins is well known for his candid criticism of creationism and intelligent design. In his 1986 book *The Blind Watchmaker*, he argued against the watchmaker analogy, an argument for the existence of a supernatural creator based upon the complexity of living organisms. Instead, he described evolutionary processes as analogous to a blind watchmaker. He has since written several popular science books, and makes regular television and radio appearances, predominantly discussing these topics.    ([Source][1])        [1]: http://en.wikipedia.org/wiki/Richard_Dawkins","12847320","/authors/OL236174A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Joseph Murphy","1898","1981",null,"Joseph Denis Murphy was an Irish author and New Thought minister, ordained in Divine Science and Religious Science.","7401379","/authors/OL31176A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Bill Bryson","8 December 1951",null,null,"'William McGuire 'Bill' Bryson is a best-selling Anglo-American author of humorous books on travel, as well as books on the English language and science.' - Wikipedia","7402408","/authors/OL21718A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Terry Pratchett","28 April 1948","12 March 2015",null,"Sir Terence David John Pratchett, OBE more commonly known as Terry Pratchett, was an English novelist, known for his frequently comical work in the fantasy genre. He is best-known for his popular and long-running Discworld series of comic fantasy novels. Pratchett's first novel, *The Carpet People*, was published in 1971, and since his first Discworld novel (*The Colour of Magic*) was published in 1983, he has written two books a year on average.    Pratchett was the UK's best-selling author of the 1990s, and as of December 2007 had sold more than 55 million books worldwide, with translations made into 36 languages.    He is currently the second most-read writer in the UK, and seventh most-read non-US author in the US. In 2001 he won the Carnegie Medal for his young adult novel *The Amazing Maurice and his Educated Rodents*.","6306924","/authors/OL25712A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Mark Z. Danielewski","5 Mar 1966",null,null,"Mark Z. Danielewski (born March 5, 1966) is an American fiction author. He is most widely known for his debut novel *House of Leaves* (2000), which won the New York Public Library's Young Lions Fiction Award. His second novel, *Only Revolutions* (2006), was nominated for the National Book Award.    **Source**: [Mark Z. Danielewski](https://en.wikipedia.org/wiki/Mark_Z._Danielewski) on Wikipedia.","9048652","/authors/OL27918A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Arthur Conan Doyle","1859","1930","1859~1930","Sir Arthur Ignatius Conan Doyle KStJ, DL (22 May 1859 – 7 July 1930) was a Scottish writer and physician, most noted for creating the fictional detective Sherlock Holmes and writing stories about him which are generally considered milestones in the field of crime fiction.    He is also known for writing the fictional adventures of a second character he invented, Professor Challenger, and for popularising the mystery of the Mary Celeste. He was a prolific writer whose other works include fantasy and science fiction stories, plays, romances, poetry, non-fiction and historical novels.<sup>[1][1]</sup>        [1]: https://en.wikipedia.org/wiki/Arthur_Conan_Doyle","5541405","/authors/OL161167A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Soman Chainani","2 August 1979",null,null,"He has written 'The School For Good And Evil' series. (READ THE SERIES ITS AMAZING)","10627510","/authors/OL3945898A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Napoleon Hill","1883","1970",null,null,"12880021","/authors/OL37117A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Lucy Maud Montgomery","1874","1942.",null,"Lucy Maud Montgomery CBE, (called 'Maud' by family and friends) and publicly known as L.M. Montgomery was a Canadian author, best known for a series of novels beginning with *Anne of Green Gables*, published in 1908.    Once published, *Anne of Green Gables* was an immediate success. The central character, Anne, an orphaned girl who was adopted by a a sister and brother duo of Marilla and Matthew, made Montgomery famous in her lifetime and gave her an international following. The first novel was followed by a series of sequels with Anne as the central character. The novels became the basis for the highly acclaimed 1985 CBC television miniseries, *Anne of Green Gables* and several other television movies and programs, including Road to Avonlea, which ran in Canada and the U.S. from 1990-1996.She also wrote a couple of other short series of books; 'Chronicles of Avonlea', 'Further Chronicles of Avonlea', 'The Story Girl' (the sequel to it was 'The Golden Road') , 'The Blue Castle' are some of the other books that she has written..She also wrote a 3 book series namely, 'Emily of New Moon', 'Emily Climbs' and 'Emily's Quest' (a trilogy).She also wrote, 'Akin to Anne', 'Kilmeny of the Orchard', 'Jane of Lantern Hill' and 'The Blythe's' are quoted ..she also wrote short stories compilations..'At the Alter', a matrimonial tales collection and tales of the sea were some of the books of short stories she has written..A book that has not been followed by a sequel is 'Magic for Marigold'...Another book series by the famous Montgomery consists of 'Pat of Silver Bush'  and 'Mistress Pat'.","6390047","/authors/OL39485A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Madeline Miller","24 July 1978",null,null,"Madeline Miller was born in Boston and grew up in New York City and Philadelphia. She attended Brown University, where she earned her BA and MA in Classics. For the last ten years she has been teaching and tutoring Latin, Greek and Shakespeare to high school students. She also studied in the Dramaturgy department at Yale School of Drama, where she focused on the adaptation of classical texts to modern forms. She currently lives near Philadelphia, PA. The Song of Achilles is her first novel. Her second novel, Circe, will be published in April 2018. Visit her website at: www.madelinemiller.com","8283886","/authors/OL1926056A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Umberto Eco","5 January 1932","19 February 2016",null,"Umberto Eco (5 January 1932 – 19 February 2016) was an Italian novelist, literary critic, philosopher, semiotician, and university professor. He is widely known for his 1980 novel Il nome della rosa (The Name of the Rose), a historical mystery combining semiotics in fiction with biblical analysis, medieval studies, and literary theory. He later wrote other novels, including Il pendolo di Foucault (Foucault's Pendulum) and L'isola del giorno prima (The Island of the Day Before). His novel Il cimitero di Praga (The Prague Cemetery), released in 2010, topped the bestseller charts in Italy.    Eco also wrote academic texts, children's books, and essays, and edited and translated into Italian books from French, such as Raymond Queneau’s “Exercises in Style” (1983). He was the founder of the Department of Media Studies at the University of the Republic of San Marino,[3] president of the Graduate School for the Study of the Humanities at the University of Bologna, member of the Accademia dei Lincei, and an honorary fellow of Kellogg College, Oxford.","6275466","/authors/OL20735A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Shel Silverstein",null,null,null,null,"14544147","/authors/OL548174A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Orson Scott Card","August 24, 1951",null,null,"Orson Scott Card is an American novelist, critic, public speaker, essayist and columnist. He writes in several genres but is known best for science fiction. His novel Ender's Game (1985) and its sequel Speaker for the Dead (1986) both won Hugo and Nebula Awards, making Card the only author to win both science fiction's top U.S. prizes in consecutive years.","5721201","/authors/OL25161A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Gabriel García Márquez","1927","2014",null,"Gabriel García Márquez is a Colombian novelist, short-story writer, screenwriter and journalist. García Márquez, affectionately known as 'Gabo' throughout Latin America, is considered one of the most significant authors of the 20th century. In 1982, he was awarded the Nobel Prize in Literature. He pursued a self-directed education that resulted in his leaving law school for a career in journalism. From early on, he showed no inhibitions in his criticism of Colombian and foreign politics. In 1958, he married Mercedes Barcha; they have two sons, Rodrigo and Gonzalo.    He started as a journalist, and has written many acclaimed non-fiction works and short stories, but is best-known for his novels, such as One Hundred Years of Solitude (1967) and Love in the Time of Cholera (1985). His works have achieved significant critical acclaim and widespread commercial success, most notably for popularizing a literary style labeled as magical realism, which uses magical elements and events in otherwise ordinary and realistic situations. Some of his works are set in a fictional village called Macondo, and most of them express the theme of solitude. [1]     [1]: http://en.wikipedia.org/wiki/Gabriel_Garc%C3%ADa_M%C3%A1rquez    Source and more information: http://en.wikipedia.org/wiki/Gabriel_García_Márquez","6275915","/authors/OL4586796A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Michael Pollan","6 February 1955",null,null,"Michael Pollan is an American author, journalist, activist, and professor of journalism at the UC Berkeley Graduate School of Journalism. He writes about the places where nature and culture intersect: on our plates, in our farms and gardens, and in the built environment.","3366183","/authors/OL539266A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Mo Willems","11 Feb 1968",null,null,"Mo Willems (born February 11, 1968) is an American children's books illustrator and writer.","12765533","/authors/OL1401662A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"P. D. Eastman","25 November 1909","07 January 1986",null,null,null,"/authors/OL2675734A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Patrick Rothfuss","6 June 1973",null,null,null,"6691222","/authors/OL2830895A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"André Aciman","2 January 1951",null,null,null,"14569051","/authors/OL2674958A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Benjamin Alire Sáenz","1954",null,null,null,null,"/authors/OL6352340A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Erin Morgenstern","8 July 1978",null,null,"Erin Morgenstern is a writer and a multimedia artist who describes all her work as 'fairy tales in one way or another.' She has a degree in Theatre from Smith College, an ever-growing collection of jewelry made from skeleton keys, and a cat on her lap. She lives in Massachusetts. THE NIGHT CIRCUS is her first novel.","6971985","/authors/OL6976354A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Jack Thorne",null,null,null,null,null,"/authors/OL10259603A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Alexandre Dumas","1802","1870",null,"A French writer, best known for his numerous historical novels of high adventure which have made him one of the most widely read French authors in the world. Many of his novels, including The Count of Monte Cristo, The Three Musketeers, Twenty Years After, and The Vicomte de Bragelonne were serialized. He also wrote plays and magazine articles and was a prolific correspondent. (From Wikipedia.)",null,"/authors/OL18236A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Sandra Martha Dolinsky",null,null,null,null,null,"/authors/OL10650773A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"V. C. Andrews","6 June 1923","19 December 1986",null,"V. C. Andrews - vcandrewsbooks.com    **Cleo Virginia Andrews, better known as V. C. Andrews or Virginia C. Andrews, was an American novelist.** She was born in Portsmouth, Virginia. Andrews died of breast cancer at the age of 63. Andrews' novels combine Gothic horror and family saga, revolving around family secrets and forbidden love, and sometimes include a rags-to-riches story.Wikipedia  Born:Cleo Virginia Andrews, Jun 6, 1923, Portsmouth, Virginia, U.S.  Died:Dec 19, 1986, Virginia Beach, Virginia, U.S.  Occupation:Novelist","7123952","/authors/OL22019A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Wilson Rawls",null,null,null,null,"8140421","/authors/OL27174A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Blank, Michael",null,null,null,null,null,"/authors/OL381448A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Ray Bradbury","22 August 1920","5 June 2012",null,"Ray Bradbury is one of those rare individuals whose writing has changed the way people think. His more than five hundred published works -- short stories, novels, plays, screenplays, television scripts, and verse -- exemplify the American imagination at its most creative.     Once read, his words are never forgotten. His best-known and most beloved books, *The Martian Chronicles*, *The Illustrated Man*, *Fahrenheit 451* and *Something Wicked This Way Comes*, are masterworks that readers carry with them over a lifetime. His timeless, constant appeal to audiences young and old has proven him to be one of the truly classic authors of the 20th Century -- and the 21st.     In recognition of his stature in the world of literature and the impact he has had on so many for so many years, Bradbury was awarded the National Book Foundation's 2000 Medal for Distinguished Contribution to American Letters, an the National Medal of Arts in 2004.     ([Source][1])        [1]: http://www.raybradbury.com/about.html","7879536","/authors/OL24137A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Markus Zusak","1975",null,null,"Markus Zusak was born in 1975 and is the author of five books, including the international bestseller, The Book Thief, which is translated into more than forty languages. First released in 2005, The Book Thief has spent more than a decade on the New York Times bestseller list, and still remains there to this day.    source: http://www.zusakbooks.com  photo: https://www.facebook.com/MarkusZusak/","8152471","/authors/OL1425869A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Steven Erikson","1959",null,null,null,null,"/authors/OL1394250A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Lois Lowry","20 March 1937",null,null,"Lois Ann Lowry (/ˈlaʊəri/;[2] née Hammersberg; March 20, 1937) is an American writer. She is the author of several books for children and young adults, including The Giver Quartet, Number the Stars, and Rabble Starkey. She is known for writing about difficult subject matters, dystopias, and complex themes in works for young audiences.    Lowry has won two Newbery Medals: for Number the Stars in 1990 and The Giver in 1994. Her book Gooney Bird Greene won the 2002 Rhode Island Children's Book Award.  https://en.wikipedia.org/wiki/Lois_Lowry","7239581","/authors/OL221009A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Titi Plumederat",null,null,null,null,null,"/authors/OL8291588A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Philip K. Dick","16 December 1928","2 March 1982",null,"Philip Kindred Dick was an American novelist, short story writer, and essayist whose published work during his lifetime was almost entirely in the science fiction genre. Dick explored sociological, political and metaphysical themes in novels dominated by monopolistic corporations, authoritarian governments, and altered states. In his later works, Dick's thematic focus strongly reflected his personal interest in metaphysics and theology. He often drew upon his own life experiences and addressed the nature of drug abuse, paranoia and schizophrenia, and transcendental experiences in novels such as A Scanner Darkly and VALIS.    Source and more information: [Wikipedia (EN)](http://en.wikipedia.org/wiki/Philip_K._Dick)","6295259","/authors/OL274606A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Norman Vincent Peale","May 31, 1898","December 24, 1993",null,"Norman Vincent Peale was a minister and author (most notably of The Power of Positive Thinking) and a progenitor of 'positive thinking'. His ideas were not accepted by mental health experts. Raised as a Methodist and ordained as a Methodist minister in 1922, Peale changed his religious affiliation to the Reformed Church in America in 1932 and began a 52-year tenure as pastor of Marble Collegiate Church in Manhattan. During that time the church's membership grew from 600 to over 5,000, and he became one of New York City's most famous preachers.    Peale and Smiley Blanton, a psychoanalyst, established a religio-psychiatric outpatient clinic next door to the church. The two men wrote books together, notably Faith Is the Answer: A Psychiatrist and a Pastor Discuss Your Problems (1940). The book was written in alternating chapters, with Blanton writing one chapter, then Peale, and so on. Blanton espoused no particular religious point of view in his chapters. In 1951 this clinic of psychotherapy and religion grew into the American Foundation of Religion and Psychiatry, with Peale serving as president and Blanton as executive director.[2] Blanton handled difficult psychiatric cases and Peale, who had no mental health credentials, handled religious issues.    Peale started a radio program, 'The Art of Living,' in 1935, which lasted for 54 years. Under sponsorship of the National Council of Churches he moved into television when the new medium arrived. In the meantime he had begun to edit the magazine Guideposts and to write books.","7355593","/authors/OL444324A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"LitJoy Crate",null,null,null,null,null,"/authors/OL9614605A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Katherine Applegate","1956-10-09",null,null,"Katherine Alice Applegate is an American writer, best known as the author of the Animorphs, Remnants, Everworld and other book series. She won the 2013 Newbery Medal for her children's novel The One and Only Ivan. Applegate's most popular books are science fiction, fantasy, and adventure novels. She won the Best New Children's Book Series Award in 1997 in Publishers Weekly. Her book Home of the Brave has won two awards. - [wikipedia](https://en.wikipedia.org/wiki/Katherine_Applegate)","7356068","/authors/OL26392A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Delia Owens","1949",null,null,null,"9160345","/authors/OL832711A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Eric Carle","25 Jun 1929","23 May 2021",null,"American children's illustrator and writer    Eric Carle (June 25, 1929- 23 May, 2021) was a children's book author and illustrator, most famous for his book *The Very Hungry Caterpillar*, which has been translated into over 30 languages. Since *The Very Hungry Caterpillar* was published in 1969, Eric Carle has illustrated more than seventy books, many best sellers, most of which he also wrote, and more than 71 million copies of his books have sold around the world.","13008101","/authors/OL34330A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Jennette McCurdy","June 26, 1992",null,null,"American writer, director, podcaster, singer, and former actress.","12920997","/authors/OL10032819A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Harper Lee","28 April 1926","19 February 2016",null,"Nelle Harper Lee was an American novelist. She wrote the 1960 novel To Kill a Mockingbird that won the 1961 Pulitzer Prize and became a classic of modern American literature. Lee received numerous accolades and honorary degrees, including the Presidential Medal of Freedom in 2007 which was awarded for her contribution to literature. She assisted her close friend Truman Capote in his research for the book In Cold Blood (1966). Capote was the basis for the character Dill Harris in To Kill a Mockingbird.","6389646","/authors/OL498120A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"John Green","24 Aug 1977",null,null,"John Green's first novel, Looking for Alaska, won the 2006 Michael L. Printz Award presented by the American Library Association. His second novel, An Abundance of Katherines, was a 2007 Michael L. Printz Award Honor Book and a finalist for the Los Angeles Times Book Prize. His next novel, Paper Towns, is a New York Times bestseller and won the Edgar Allen Poe Award for Best YA Mystery.  In 2007, John and his brother Hank were the hosts of a popular internet blog, 'Brotherhood 2.0,' where they discussed their lives, books and current events every day for a year except for weekends and holidays.","8109586","/authors/OL5046634A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"刘慈欣","23 June 1963",null,null,"Chinese science fiction writer","10246623","/authors/OL7044246A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Becky Chambers","3 maggio 1985",null,null,null,null,"/authors/OL7387940A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Rupi Kaur","4 Oct 1992",null,null,"Rupi Kaur (born 4 October 1992) is a Canadian poet, illustrator, photographer, and author.","12404089","/authors/OL7362769A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Adam Silvera","June 7, 1990",null,null,null,"14433773","/authors/OL7404795A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Ted Chiang","1967",null,null,null,"8567902","/authors/OL1604887A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Norton Juster","1929",null,null,"Norton Juster is an architect and planner, professor emeritus of design at Hampshire College, and the author of a number of highly acclaimed children's books, including The Dot and the Line, which was made into an Academy Award-winning animated film. He has collaborated with Sheldon Harnick on the libretto for an opera based on The Phantom Tollbooth. The musical adaptation, with a score by Arnold Black, premiered in 1995. An amateur cook and professional eater, Mr. Juster lives with his wife in Amherst, Massachusetts.","8486226","/authors/OL182115A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Jules Verne","8 February 1828","24 March 1905","1828~1905","Jules Verne was a French author who helped pioneer the science-fiction genre.     He is best known for his novels A Journey to the Centre of the Earth (1864), From the Earth to the Moon (1865), Twenty Thousand Leagues Under the Sea (1869–1870), Around the World in Eighty Days (1873) and The Mysterious Island (1875). Verne wrote about space, air, and underwater travel before navigable aircraft and practical submarines were invented, and before any means of space travel had been devised. Consequently he is often referred to as the 'Father of science fiction', along with H. G. Wells. ([Source][1].)    Also as of 2023, Jules Verne is regarded as the second most translated author in the world. ([Source][2].)      [1]: http://en.wikipedia.org/wiki/Jules_Verne    [2]: https://www.tomedes.com/translator-hub/most-translated-author.php","8060477","/authors/OL113611A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Ali Hazelwood",null,null,null,"Italian neuroscientist and writer of romance novels.","12916673","/authors/OL9096427A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Mónica Faerna",null,null,null,null,null,"/authors/OL7992934A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Scott O'Dell","1898","1989",null,null,null,"/authors/OL890666A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Suzanne Collins","1962",null,null,"American author of young adult literature, whose works include *The Hunger Games* trilogy and *The Underland Chronicles* series. The daughter of an Air Force officer, she lives in her native home of Connecticut.","7026950","/authors/OL1394359A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Cassandra Clare",null,null,null,"Cassandra Clare was born overseas and spent her early years traveling around the world with her family and several trunks of fantasy books. Cassandra worked for several years as an entertainment journalist for the Hollywood Reporter before turning her attention to fiction. She is the author of City of Bones, the first book in the Mortal Instruments trilogy and a New York Times bestseller. Cassandra lives with her fiance and their two cats in Massachusetts.","7025974","/authors/OL2821271A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Ursula K. Le Guin","21 October 1929","22 January 2018",null,"'As of 2010, Ursula K. Le Guin has published twenty-one novels, eleven volumes of short stories, three collections of essays, twelve books for children, six volumes of poetry and four of translation, and has received many awards: Hugo, Nebula, National Book Award, PEN-Malamud, etc. Her recent publications include a volume of poetry, Incredible Good Fortune, the novel Lavinia, and an essay collection, Cheek by Jowl. She lives in Portland, Oregon.' - [source][1]        [1]: http://www.ursulakleguin.com/Biography-70Word.html","6294300","/authors/OL31353A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
