work_id,subject_id,last_created_by,last_created_at,last_modified_by,last_modified_at,revision
1183,134,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
1177,134,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
1300,135,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2668,135,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
9,135,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
47,135,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
118,135,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
114,135,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
112,135,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
135,135,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2669,135,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2670,135,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
163,135,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
1985,135,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
162,135,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2671,135,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2672,135,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2673,135,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
153,135,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
1537,135,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2674,136,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2675,136,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2676,136,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2677,136,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2678,136,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
132,136,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
423,136,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
145,136,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
1708,136,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2031,136,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
9,136,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2679,136,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2680,136,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2681,136,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
768,136,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2682,136,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
14,136,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2683,136,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2684,136,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2542,136,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2685,136,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2686,136,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2687,136,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2688,136,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2689,136,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
9,137,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
1057,137,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
1056,137,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2690,137,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2691,137,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
1665,137,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2692,137,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2693,137,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2694,137,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2695,137,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2696,137,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2697,137,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
336,137,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2698,137,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
132,137,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
1054,137,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
666,137,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2699,137,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
348,137,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2700,137,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2701,137,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2702,137,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2703,137,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2704,137,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2705,137,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2706,137,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2707,137,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2708,137,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
9,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2709,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2710,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
132,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
178,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
959,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2711,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
618,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
135,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2170,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
375,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2712,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
114,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
284,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
1001,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
491,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
71,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
73,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
289,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2713,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
960,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
249,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2714,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2715,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2716,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
1002,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
844,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
845,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
136,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
846,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
137,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2717,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
207,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
141,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
246,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
1605,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2718,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
487,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
966,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2719,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2720,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2721,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2722,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2723,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
1462,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2724,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2725,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2726,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
931,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2727,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
230,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2728,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2536,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2729,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
977,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
237,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
204,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2730,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2287,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
182,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2731,138,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2732,139,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
287,139,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
1771,139,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
1000,139,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2733,139,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
1936,139,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2040,139,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
9,139,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
1551,139,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2734,139,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
178,139,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2735,139,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2159,139,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
2736,139,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
151,139,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
